date,campaign,campaign_type,spend,revenue,conversions
2025-05-21,shopping_us,shopping,70.44,417.53,8
2025-05-22,shopping_us,shopping,81.14,519.44,10
2025-05-23,shopping_us,shopping,82.88,560.62,11
2025-05-24,shopping_us,shopping,67.37,532.17,10
2025-05-25,shopping_us,shopping,49.13,324.22,6
2025-05-26,shopping_us,shopping,45.68,340.22,6
2025-05-27,shopping_us,shopping,37.65,299.04,5
2025-05-28,shopping_us,shopping,69.73,472.89,9
2025-05-29,shopping_us,shopping,89.04,546.8,10
2025-05-30,shopping_us,shopping,82.88,512.09,10
2025-05-31,shopping_us,shopping,80.31,476.61,9
2025-06-01,shopping_us,shopping,57.43,367.38,7
2025-06-02,shopping_us,shopping,43.7,323.42,6
2025-06-03,shopping_us,shopping,46.3,364.56,7
2025-06-04,shopping_us,shopping,58.32,432.8,8
2025-06-05,shopping_us,shopping,69.71,487.5,9
2025-06-06,shopping_us,shopping,76.03,470.53,9
2025-06-07,shopping_us,shopping,56.99,467.92,9
2025-06-08,shopping_us,shopping,55.69,392.66,7
2025-06-09,shopping_us,shopping,34.45,265.8,5
2025-06-10,shopping_us,shopping,40.56,336.81,6
2025-06-11,shopping_us,shopping,68.96,404.96,8
2025-06-12,shopping_us,shopping,79.4,463.92,9
2025-06-13,shopping_us,shopping,70.89,462.76,9
2025-06-14,shopping_us,shopping,62.22,481.38,9
2025-06-15,shopping_us,shopping,61.03,352.08,7
2025-06-16,shopping_us,shopping,43.36,320.87,6
2025-06-17,shopping_us,shopping,54.49,355.64,7
2025-06-18,shopping_us,shopping,54.37,420.64,8
2025-06-19,shopping_us,shopping,69.06,571.29,11
2025-06-20,shopping_us,shopping,74.77,556.7,11
2025-06-21,shopping_us,shopping,55.12,427.99,8
2025-06-22,shopping_us,shopping,60.29,397.63,7
2025-06-23,shopping_us,shopping,41.69,337.52,6
2025-06-24,shopping_us,shopping,52.67,321.88,6
2025-06-25,shopping_us,shopping,61.34,420.08,8
2025-06-26,shopping_us,shopping,78.34,493.87,9
2025-06-27,shopping_us,shopping,69.93,580.94,11
2025-06-28,shopping_us,shopping,79.66,546.18,10
2025-06-29,shopping_us,shopping,62.45,418.43,8
